encoder1,encoder2,encoder3,encoder4,encoder5,encoder6
38078,48458,21297,47334,55868,62910
38715,49041,21867,47926,56478,63503
39295,49583,22407,48487,57022,64057
40025,50228,23084,49135,57756,64699
40959,50901,23822,49818,58571,65377
42024,51731,24729,50654,59515,677
43065,52569,25621,51501,60488,1529
44044,53350,26482,52276,61379,2303
45169,54204,27415,53154,62352,3178
46179,55074,28345,54025,63276,4056
46889,55814,29052,54762,63996,4801
47616,56540,29788,55466,64723,5516
48183,57109,30341,56014,65282,6078
48818,57766,30977,56650,387,6729
49484,58421,31628,57299,1038,7392
50142,59100,32288,57964,1690,8068
50835,59791,32965,58668,2379,8762
51518,60445,33618,59336,3026,9432
52190,61086,34241,59997,3666,10075
52955,61758,34927,60729,4368,10771
53594,62310,35497,61302,4956,11325
54509,63042,36287,62056,5792,12080
55385,63665,36990,62682,6511,12711
56540,64463,37929,63478,7379,13510
57594,65272,38800,64297,8283,14339
58471,464,39600,65033,9062,15084
59440,1280,40552,321,9948,15904
60415,2127,41517,1178,10922,16763
61526,3128,42559,2181,11997,17768
62233,3857,43271,2916,12713,18508
62942,4582,43976,3647,13422,19229
63616,5248,44653,4324,14085,19900
64265,5897,45288,4966,14721,20550
64853,6497,45870,5544,15296,21122
64853,6497,45870,5544,15296,21122
65453,7091,46471,6147,15903,21727
572,7726,47115,6802,16542,22374
1899,9030,48427,8126,17848,23720
1899,9030,48427,8126,17848,23720
2615,9741,49109,8840,18551,24453
3298,10364,49746,9475,19179,25101
4012,11069,50457,10202,19881,25816
4744,11784,51154,10929,20587,26548
5987,12968,52338,12156,21765,27740
6611,13529,52898,12778,22323,28305
6611,13529,52898,12778,22323,28305
7379,14232,53603,13493,23014,29002
8045,14869,54243,14140,23654,29624
8667,15395,54822,14665,24220,30137
9587,16108,55622,15384,25059,30861
10434,16950,56457,16243,25916,31726
11086,17624,57123,16918,26575,32392
11797,18345,57834,17646,27298,33124
12415,18964,58463,18271,27927,33743
13005,19579,59070,18879,28531,34349
13675,20241,59734,19549,29192,35023
14290,20872,60363,20179,29829,35655
14866,21447,60935,20761,30464,36241
15487,22052,61557,21373,31093,36853
16268,22723,62270,22052,31840,37542
17347,23489,63081,22815,32699,38324
18304,24290,63911,23610,33666,39139
19125,25064,64675,24387,34432,39923
19851,25796,65382,25100,35132,40651
20638,26582,606,25866,35897,41429
21242,27156,1158,26458,36464,42024
21902,27777,1779,27087,37093,42659
22524,28362,2374,27672,37680,43241
23181,29009,3030,28336,38339,43898
23829,29658,3678,28982,38979,44538
24508,30340,4357,29674,39654,45234
25179,31009,5047,30348,40333,45902
25710,31548,5602,30912,40880,46463
26208,32024,6093,31386,41359,46943
26865,32593,6662,31986,41923,47501
27474,33171,7237,32582,42498,48086
28144,33825,7906,33265,43150,48745
28712,34361,8444,33819,43694,49296
29297,34943,9033,34398,44272,49861
29933,35562,9647,35026,44883,50487
30663,36291,10380,35760,45604,51224
31243,36864,10949,36342,46170,51805
32003,37619,11698,37093,46908,52564
32607,38218,12289,37683,47485,53161
33278,38885,12947,38353,48158,53848
33948,39545,13612,39017,48838,54523
34622,40218,14268,39697,49507,55212
35268,40825,14872,40294,50108,55816
35889,41480,15497,40916,50734,56436
36467,42064,16077,41493,51318,57032
37073,42673,16683,42109,51948,57649
37713,43304,17317,42750,52587,58299
38462,44007,18035,43464,53313,59015
39203,44644,18718,44116,54018,59665
40194,45453,19566,44937,54953,60493
41073,46248,20423,45729,55877,61297
42239,47196,21453,46682,56991,62252
43118,47920,22242,47421,57804,62984
44109,48687,23099,48190,58644,63762
45065,49432,23911,48950,59494,64515
46062,50232,24798,49761,60431,65326
46974,51119,25692,50659,61312,684
47578,51741,26297,51279,61911,1302
48331,52490,27050,52035,62656,2059
49069,53224,27778,52780,63384,2799
49675,53837,28376,53395,63981,3413
50354,54527,29052,54085,64686,4105
50999,55169,29689,54731,65343,4755
51717,55872,30377,55434,514,5466
52345,56481,30984,56051,1121,6087
52940,57028,31530,56603,1673,6644
53797,57730,32283,57333,2431,7358
54643,58314,32921,57926,3164,7974
55597,59132,33778,58740,4073,8810
56640,59976,34691,59594,5042,9668
57733,60861,35601,60474,6028,10575
58700,61724,36508,61338,7006,11444
59577,62530,37351,62163,7865,12269
60341,63331,38130,62984,8650,13081
61128,64067,38895,63736,9399,13824
61801,64731,39541,64397,10050,14485
62345,65249,40083,64924,10577,15003
62992,336,40707,17,11194,15625
63639,962,41345,653,11822,16262
64414,1710,42107,1420,12572,17022
64992,2260,42665,1961,13116,17563
224,2918,43377,2639,13833,18237
1347,3730,44230,3451,14716,19048
2096,4372,44962,4096,15472,19695
2993,5158,45797,4889,16386,20487
4007,6054,46786,5791,17397,21402
4805,6742,47548,6484,18195,22106
5712,7578,48461,7318,19199,22950
6613,8495,49383,8242,20162,23887
7253,9158,50039,8906,20807,24567
7975,9891,50749,9642,21536,25325
8803,10691,51570,10462,22339,26129
9503,11374,52237,11149,23018,26820
10056,11907,52777,11694,23554,27363
10723,12562,53420,12367,24200,28020
11377,13188,54045,13007,24828,28660
12122,13864,54712,13708,25493,29339
12667,14367,55219,14223,25991,29843
13329,14983,55849,14860,26612,30460
14018,15631,56507,15533,27265,31134
14667,16232,57107,16144,27858,31746
15424,16980,57858,16908,28615,32502
16037,17574,58450,17518,29205,33105
16686,18223,59099,18173,29854,33753
17369,18883,59769,18845,30511,34411
17989,19482,60368,19453,31118,35014
18629,20084,60995,20056,31810,35620
19531,20835,61815,20806,32742,36378
20351,21592,62600,21567,33576,37146
20958,22200,63198,22173,34181,37771
21682,22921,63904,22904,34887,38515
22363,23608,64572,23574,35561,39208
23040,24264,65223,24232,36213,39871
23835,25005,430,24989,36952,40641
24488,25643,1068,25647,37594,41297
25092,26240,1671,26254,38185,41902
25759,26844,2270,26888,38789,42508
26404,27473,2892,27547,39417,43147
26949,27987,3427,28090,39946,43667
27589,28642,4076,28766,40594,44326
28145,29192,4627,29338,41145,44888
28849,29884,5339,30063,41844,45587
29461,30478,5939,30670,42439,46198
30172,31180,6631,31375,43126,46902
30727,31741,7184,31933,43675,47460
31522,32472,7979,32671,44447,48196
32338,33162,8733,33371,45306,48890
33093,33803,9425,34029,46092,49553
33983,34587,10272,34828,47013,50344
34841,35438,11096,35688,47857,51204
35397,35993,11663,36252,48416,51763
36013,36596,12263,36861,49017,52367
36631,37206,12872,37491,49657,53007
37262,37866,13509,38161,50317,53679
37922,38527,14156,38828,50972,54355
38599,39198,14836,39501,51650,55044
39378,39954,15602,40239,52409,55794
39967,40501,16155,40783,52961,56346
40613,41117,16773,41386,53578,56959
41233,41722,17365,41983,54171,57570
41861,42321,17980,42588,54778,58185
42604,42960,18637,43239,55453,58831
43507,43585,19345,43885,56198,59475
44598,44339,20139,44658,57079,60256
45622,45118,20937,45441,57901,61047
46372,45861,21670,46200,58629,61796
47167,46641,22457,47005,59410,62596
47751,47212,23035,47603,59975,63165
48397,47848,23680,48280,60622,63817
49023,48478,24299,48917,61234,64447
49676,49100,24955,49561,61865,65078
50277,49695,25551,50162,62473,140
50946,50319,26221,50796,63144,760
51717,50992,26989,51462,63991,1434
52599,51769,27799,52262,64883,2244
53448,52534,28585,53031,201,3011
54243,53361,29388,53868,1042,3843
54907,54026,30055,54523,1701,4508
55588,54700,30735,55202,2372,5194
56368,55476,31514,55987,3195,5997
56887,56006,32024,56511,3746,6534
57540,56644,32661,57162,4393,7183
58281,57345,33367,57864,5100,7896
58839,57854,33875,58389,5607,8415
59464,58435,34463,59004,6220,9012
60164,59092,35091,59694,6869,9677
60744,59664,35662,60294,7453,10257
61490,60388,36373,61048,8183,10994
62051,60919,36906,61613,8713,11534
62719,61566,37545,62282,9366,12191
63459,62236,38231,62981,10039,12871
64113,62886,38879,63645,10674,13528
64790,63532,39547,64302,11329,14179
65490,64199,40220,64994,11995,14856
525,64768,40795,35,12563,15424
1306,65429,41491,683,13241,16082
2082,472,42133,1258,13863,16660
3054,1286,43054,2078,14923,17485
3054,1286,43054,2078,14923,17485
4735,2870,44707,3698,16605,19092
5331,3476,45304,4301,17191,19693
6005,4157,45997,4970,17874,20362
6623,4791,46625,5601,18498,20998
7354,5549,47380,6356,19263,21763
7920,6124,47961,6923,19826,22338
8542,6774,48588,7526,20454,22942
8542,6774,48588,7526,20454,22942
9828,8062,49861,8820,21733,24239
10423,8648,50441,9405,22306,24829
10423,8648,50441,9405,22306,24829
11015,9222,51027,9973,22887,25404
11697,9884,51679,10668,23559,26102
12350,10518,52317,11310,24185,26747
13148,11242,53045,12055,24904,27486
13794,11792,53598,12647,25466,28047
14422,12383,54183,13242,26043,28637
15074,13007,54807,13873,26668,29276
15669,13581,55371,14447,27227,29853
16360,14238,56037,15144,27897,30534
17023,14844,56627,15771,28496,31151
17686,15489,57279,16433,29141,31803
18290,16069,57855,17020,29712,32372
18885,16662,58455,17630,30312,32979
19583,17331,59135,18349,30989,33678
20241,17974,59782,18999,31619,34312
20854,18565,60375,19609,32229,34924
21476,19194,61005,20239,32863,35561
22111,19818,61625,20874,33491,36197
22855,20540,62355,21601,34219,36931
23465,21065,62917,22126,34796,37464
24476,21873,63822,22935,35862,38298
25475,22692,64676,23752,36876,39136
26439,23519,16,24580,37826,39979
27230,24209,733,25272,38592,40682
28035,24964,1466,26024,39315,41442
28786,25702,2220,26762,40056,42189
29635,26492,3008,27559,40833,42989
30195,27030,3541,28097,41370,43535
30903,27706,4220,28789,42043,44223
31756,28435,5001,29518,42887,44956
32651,29186,5806,30271,43783,45704
33571,29875,6585,30993,44627,46428
34769,30726,7527,31845,45568,47283
35680,31437,8314,32556,46414,48003
36638,32191,9116,33320,47305,48769
37616,32964,9939,34099,48220,49543
38539,33752,10797,34888,49120,50344
39633,34705,11806,35830,50274,51291
40409,35439,12589,36569,51064,52042
41196,36262,13385,37393,51861,52869
41938,37008,14114,38134,52594,53617
42686,37704,14810,38838,53288,54335
43355,38361,15477,39496,53936,54998
43962,38965,16081,40090,54537,55604
44566,39549,16665,40662,55116,56188
45197,40161,17255,41261,55713,56822
45836,40748,17845,41854,56303,57416
46455,41367,18444,42481,56924,58067
47125,42022,19107,43157,57594,58741
47799,42668,19762,43804,58239,59394
48570,43423,20523,44545,58988,60138
49293,44088,21223,45217,59677,60812
50069,44697,21932,45827,60369,61414
50972,45424,22763,46560,61197,62147
52105,46277,23712,47429,62139,63027
52974,46958,24478,48121,62988,63710
54044,47731,25317,48906,63823,64497
54989,48499,26152,49683,64695,65272
56022,49365,27089,50556,105,625
56771,50039,27817,51231,832,1300
57590,50890,28662,52099,1671,2170
58338,51632,29427,52847,2415,2924
59147,52453,30243,53671,3240,3749
59711,53028,30818,54249,3810,4332
60325,53647,31436,54862,4418,4953
61000,54331,32105,55552,5114,5647
61614,54938,32704,56168,5734,6275
62126,55455,33207,56680,6263,6796
62736,56066,33811,57290,6876,7415
63321,56660,34384,57880,7472,8013
63977,57295,35037,58526,8128,8666
64657,57990,35707,59219,8798,9368
65360,58676,36403,59912,9485,10065
464,59293,37024,60545,10101,10702
1302,60000,37765,61252,10917,11407
2354,60847,38665,62118,12000,12273
3132,61480,39358,62771,12760,12924
4096,62273,40192,63562,13721,13718
4977,63044,41035,64364,14773,14510
6001,63891,41941,65220,15803,15363
6811,64636,42744,434,16685,16119
7629,65446,43578,1268,17513,16948
8379,664,44327,2042,18258,17710
9201,1462,45142,2874,19054,18514
9865,2126,45801,3547,19710,19179
10503,2718,46393,4159,20310,19779
11355,3430,47102,4890,21024,20499
11930,3969,47632,5433,21552,21028
12604,4589,48265,6050,22174,21653
13211,5185,48857,6644,22768,22253
13869,5809,49466,7283,23379,22882
14527,6434,50086,7896,23997,23503
15180,7032,50688,8478,24592,24111
15891,7695,51363,9125,25255,24772
16763,8398,52130,9834,26032,25503
17760,9212,53034,10666,26994,26334
18594,9943,53831,11397,27771,27084
19548,10770,54723,12238,28660,27920
20631,11683,55743,13174,29684,28866
21397,12344,56471,13850,30450,29539
22256,13137,57317,14649,31320,30340
22962,13872,58048,15421,32039,31084
23635,14577,58730,16144,32724,31801
24296,15224,59384,16790,33365,32443
24964,15905,60063,17488,34042,33132
25605,16543,60707,18141,34686,33791
26251,17203,61366,18801,35332,34441
26878,17821,61976,19403,35936,35044
27513,18444,62599,20010,36556,35664
28150,19067,63218,20639,37165,36290
28825,19725,63869,21281,37818,36940
29358,20226,64355,21780,38302,37437
29968,20809,64928,22349,38869,38013
30608,21448,27,22984,39499,38656
31263,22072,664,23616,40139,39306
31948,22760,1331,24298,40814,40001
32659,23468,2044,25020,41518,40740
33284,24063,2656,25635,42121,41343
33906,24700,3279,26282,42746,41994
34609,25411,3975,27010,43463,42719
35221,26017,4592,27644,44064,43331
35738,26529,5111,28170,44579,43859
36382,27169,5750,28810,45211,44498
36950,27746,6306,29398,45781,45090
37596,28369,6947,30032,46404,45721
38400,29164,7744,30833,47193,46520
38992,29770,8333,31442,47787,47137
39648,30420,8995,32093,48434,47799
40333,31102,9656,32788,49101,48491
40996,31738,10290,33435,49737,49126
41625,32358,10930,34067,50373,49756
42256,32963,11527,34685,50972,50360
42875,33551,12110,35282,51552,50952
43593,34239,12811,36012,52255,51660
44371,34898,13509,36668,53056,52317
45074,35489,14155,37263,53797,52912
45988,36303,14994,38070,54702,53734
46946,37168,15931,38932,55657,54615
47883,38029,16832,39792,56588,55479
48843,38937,17779,40712,57540,56414
49612,39734,18558,41515,58311,57236
50353,40436,19257,42218,59004,57951
51131,41156,19977,42951,59723,58689
51742,41697,20492,43497,60249,59244
52484,42322,21130,44131,60878,59889
53166,42947,21755,44769,61497,60520
53937,43681,22500,45519,62235,61263
54537,44243,23077,46120,62797,61840
55319,44987,23830,46886,63550,62596
56243,45655,24571,47568,64282,63286
57232,46378,25362,48298,65065,64013
58037,47069,26082,48987,284,64720
58984,47853,26983,49775,1165,65510
59902,48651,27917,50589,2065,776
60834,49470,28801,51411,2966,1605
61657,50252,29634,52219,3793,2404
62466,51084,30443,53058,4608,3245
63163,51767,31137,53746,5297,3930
63957,52551,31907,54532,6061,4716
64578,53163,32519,55144,6670,5336
65267,53831,33198,55817,7337,6012
379,54466,33824,56452,7964,6659
997,55082,34430,57069,8569,7286
1635,55727,35069,57702,9210,7929
2309,56391,35740,58372,9886,8600
2898,56976,36316,58963,10460,9193
3528,57598,36933,59592,11079,9840
4123,58172,37505,60173,11643,10410
4921,58897,38244,60915,12374,11144
5698,59460,38861,61490,12991,11713
6690,60211,39660,62252,13801,12473
7703,61008,40504,63054,14673,13292
8759,61836,41354,63884,15569,14122
9833,62710,42322,64757,16611,14998
10587,63372,43031,65427,17376,15670
11349,64134,43814,652,18157,16434
12082,64918,44578,1443,18923,17212
12652,65503,45159,2028,19496,17797
13331,643,45838,2717,20178,18479
13978,1297,46499,3368,20839,19123
14718,2028,47237,4107,21570,19868
15349,2649,47858,4728,22195,20484
16003,3300,48507,5389,22835,21147
16642,3919,49122,6008,23451,21775
17305,4568,49759,6662,24109,22431
17900,5153,50337,7247,24683,23034
18527,5759,50939,7856,25282,23650
19147,6360,51552,8466,25883,24269
19792,6995,52176,9110,26521,24914
20423,7615,52805,9734,27144,25551
21083,8275,53447,10399,27798,26234
21819,9015,54178,11140,28528,26978
22498,9661,54844,11795,29180,27642
23109,10277,55454,12407,29794,28253
23795,10964,56142,13094,30480,28940
24435,11594,56784,13741,31113,29585
25018,12184,57360,14351,31702,30186
25018,12184,57360,14351,31702,30186
26398,13428,58688,15625,33060,31444
26398,13428,58688,15625,33060,31444
28316,14877,60271,17096,34722,32920
29393,15745,61214,17971,35689,33788
29393,15745,61214,17971,35689,33788
30454,16616,62158,18851,36671,34673
31385,17412,63017,19654,37584,35478
33434,19125,64869,21382,39468,37219
33434,19125,64869,21382,39468,37219
34183,19807,55,22057,40185,37907
35112,20772,975,23032,41109,38887
36382,22026,2233,24283,42347,40161
36382,22026,2233,24283,42347,40161
37020,22641,2852,24893,42962,40786
37648,23272,3474,25523,43579,41425
38317,23931,4147,26195,44242,42104
38990,24601,4818,26870,44909,42794
39609,25231,5433,27505,45526,43442
40218,25846,6046,28127,46147,44067
40846,26475,6673,28767,46777,44703
41491,27138,7333,29453,47451,45385
42044,27682,7889,30012,48035,45937
42747,28318,8571,30676,48825,46586
43529,29039,9326,31407,49755,47327
44274,29838,10089,32215,50524,48125
44951,30498,10759,32890,51194,48799
45617,31107,11369,33500,51792,49407
46335,31754,12032,34166,52451,50057
47033,32414,12700,34822,53107,50713
47712,33009,13290,35425,53695,51302
48427,33624,13916,36058,54322,51926
49061,34204,14480,36634,54893,52502
49726,34778,15064,37221,55470,53085
50367,35364,15655,37803,56046,53672
51189,36072,16375,38518,56763,54392
51748,36605,16912,39043,57291,54924
52379,37217,17538,39655,57910,55536
53010,37847,18174,40283,58539,56182
53677,38525,18854,40959,59213,56864
54309,39171,19507,41599,59856,57522
54983,39852,20178,42263,60517,58209
55561,40428,20749,42835,61083,58784
56179,41054,21359,43452,61690,59403
56766,41640,21937,44049,62262,59973
57440,42346,22604,44753,62925,60643
57965,42902,23120,45290,63450,61185
58541,43471,23692,45887,64023,61773
59213,44154,24368,46573,64690,62459
59867,44796,25007,47228,65331,63116
60531,45448,25666,47892,450,63777
61246,46149,26365,48613,1155,64476
61888,46731,27020,49206,1832,65066
62729,47505,27899,49956,2892,287
63382,48118,28619,50569,3756,894
64174,48844,29446,51302,4715,1630
65023,49613,30290,52090,5732,2410
403,50401,31139,52897,6675,3216
1298,51247,32000,53757,7550,4076
1977,51936,32674,54440,8206,4769
2741,52662,33408,55167,8923,5495
3492,53381,34126,55898,9639,6241
4136,53999,34755,56510,10256,6868
4768,54570,35331,57086,10818,7458
5404,55182,35943,57675,11422,8063
6053,55814,36560,58300,12035,8689
6665,56414,37155,58901,12633,9306
7296,57039,37779,59529,13253,9941
7940,57606,38382,60115,13872,10525
8837,58321,39159,60844,14798,11259
9685,59091,39998,61624,15735,12040
10595,59864,40872,62418,16656,12839
11551,60716,41790,63278,17637,13706
12457,61547,42678,64118,18515,14561
13302,62410,43524,64996,19353,15436
14007,63113,44224,169,20050,16143
14590,63670,44789,732,20625,16703
15232,64284,45388,1359,21224,17316
15931,64957,46051,2026,21879,17981
16543,28,46660,2652,22490,18589
17215,682,47319,3333,23147,19262
17854,1315,47952,3974,23772,19897
18642,2037,48740,4702,24558,20621
19436,2658,49454,5311,25287,21241
20535,3531,50405,6188,26263,22119
21363,4169,51127,6832,26955,22774
22354,5057,52091,7714,27940,23686
23253,5731,52812,8396,28694,24383
24110,6523,53630,9192,29504,25197
24899,7358,54422,10029,30303,26054
25579,8049,55117,10713,30984,26762
26234,8700,55771,11370,31634,27421
26891,9379,56438,12053,32296,28113
27577,10048,57129,12736,32976,28798
28227,10708,57781,13411,33641,29467
28868,11354,58423,14056,34283,30118
29476,11957,59025,14673,34891,30719
30091,12576,59627,15276,35499,31315
30719,13184,60238,15911,36124,31937
31371,13793,60871,16529,36768,32547
32254,14474,61623,17222,37648,33228
33207,15217,62428,17969,38526,33972
34190,16034,63287,18785,39431,34790
35214,16877,64208,19644,40369,35652
36242,17705,65114,20476,41279,36495
37114,18439,379,21201,42070,37231
37850,19077,1091,21815,42760,37888
38317,19501,1506,22287,43187,38319
38837,20035,1986,22781,43666,38823
39374,20602,2513,23320,44187,39355
40026,21226,3145,23939,44817,39988
40634,21841,3753,24554,45425,40605
41326,22519,4446,25223,46112,41300
41970,23149,5081,25870,46737,41961
42586,23752,5680,26477,47332,42572
43235,24406,6321,27144,47972,43245
43880,25034,6948,27809,48625,43882
44565,25731,7634,28508,49331,44582
45132,26284,8191,29084,49893,45147
45842,26979,8885,29788,50577,45848
46507,27629,9545,30437,51221,46499
47152,28247,10147,31064,51835,47117
47900,28958,10861,31790,52553,47836
48589,29604,11518,32447,53203,48486
49201,30205,12104,33039,53787,49075
49823,30791,12693,33640,54370,49679
50445,31371,13270,34221,54958,50253
51085,31939,13843,34796,55528,50836
51811,32582,14498,35448,56194,51478
52590,33233,15226,36114,56963,52131
53451,33992,16058,36881,57916,52902
54487,34900,17097,37807,58957,53821
55240,35597,17818,38501,59688,54521
56035,36387,18619,39298,60473,55329
56773,37079,19327,39974,61160,56010
57668,37812,20165,40703,61995,56753
58451,38508,20919,41404,62766,57475
59350,39304,21762,42212,63643,58308
60345,40157,22672,43071,64579,59182
61339,41120,23628,44029,11,60170
62024,41823,24327,44748,713,60888
62667,42450,24950,45385,1333,61517
63342,43102,25593,46064,1982,62185
64007,43741,26247,46734,2629,62844
64683,44397,26883,47408,3269,63501
65324,45014,27515,48051,3902,64133
441,45639,28147,48696,4528,64756
1107,46296,28807,49367,5193,65426
1676,46863,29372,49939,5756,448
2302,47491,29988,50598,6376,1070
2942,48080,30603,51197,6979,1667
3821,48783,31378,51905,7788,2373
4645,49457,32099,52589,8585,3059
5682,50235,32940,53375,9527,3853
6615,51063,33822,54207,10467,4690
7568,51996,34775,55150,11422,5644
8231,52672,35447,55821,12078,6330
8968,53409,36181,56558,12814,7078
9584,53990,36771,57142,13389,7677
10238,54636,37424,57779,14035,8333
10847,55257,38029,58406,14643,8965
11483,55877,38655,59023,15264,9590
12290,56591,39359,59739,15962,10310
12867,57150,39911,60305,16516,10880
13545,57805,40580,60960,17177,11539
14172,58395,41175,61562,17768,12142
14829,59009,41788,62182,18382,12762
15470,59625,42417,62817,18993,13382
16144,60245,43070,63450,19642,14003
17054,60994,43880,64196,20479,14756
17928,61650,44588,64863,21248,15423
19080,62552,45582,247,22294,16346
19932,63275,46353,975,23100,17068
20814,64020,47158,1732,23943,17812
21590,64783,47957,2497,24762,18591
22375,71,48764,3341,25572,19430
23125,826,49516,4081,26315,20168
23772,1475,50165,4733,26962,20820
24412,2086,50788,5348,27578,21437
25084,2720,51417,6001,28210,22090
25730,3313,52012,6604,28803,22702
26396,3960,52636,7273,29442,23369
26958,4470,53139,7794,29945,23904
27693,5135,53803,8497,30605,24580
28336,5706,54364,9075,31173,25165
28883,6205,54884,9594,31715,25674
29925,6881,55596,10289,32721,26371
30882,7659,56421,11054,33667,27171
31797,8412,57203,11804,34513,27939
32982,9469,58306,12849,35788,29015
32982,9469,58306,12849,35788,29015
33605,10076,58906,13458,36407,29636
34515,10988,59798,14395,37296,30572
35234,11687,60519,15103,38016,31281
35776,12227,61049,15654,38547,31830
36368,12794,61622,16232,39134,32403
37625,13966,62778,17408,40342,33567
37625,13966,62778,17408,40342,33567
38266,14538,63363,17979,40931,34125
39127,15273,64146,18719,41740,34858
40172,16094,65068,19537,42681,35671
40955,16703,197,20157,43413,36283
41933,17515,1091,20974,44296,37097
42989,18326,1995,21788,45201,37916
43897,19028,2787,22491,45986,38615
44811,19813,3643,23267,46853,39402
45708,20566,4493,24020,47710,40175
46665,21375,5375,24841,48620,41012
47520,22141,6184,25605,49520,41796
48434,23044,7091,26505,50448,42716
49064,23708,7742,27169,51089,43402
49781,24421,8459,27887,51806,44132
50450,25088,9115,28575,52471,44806
51081,25706,9724,29210,53079,45439
51724,26296,10318,29814,53662,46031
52357,26913,10916,30429,54266,46646
52990,27512,11505,31040,54857,47256
53566,28062,12049,31598,55431,47809
54219,28634,12604,32228,56012,48381
54823,29181,13166,32794,56563,48941
55606,29918,13920,33551,57329,49687
56223,30468,14530,34097,57934,50241
57188,31216,15363,34840,58751,50989
58069,32074,16231,35704,59623,51852
58710,32751,16882,36346,60274,52483
59273,33308,17448,36913,60819,53034
59886,33948,18042,37544,61420,53661
60484,34545,18629,38120,61993,54234
61095,35170,19234,38743,62600,54844
61721,35805,19858,39369,63219,55476
62451,36543,20588,40102,63958,56207
63065,37137,21202,40685,64567,56808
63996,37933,22070,41471,65497,57605
64785,38618,22823,42153,768,58303
99,39357,23623,42889,1654,59068
982,40115,24455,43643,2596,59836
2076,40924,25393,44468,3561,60666
2777,41563,26010,45120,4174,61334
3458,42237,26697,45821,4844,62021
4109,42885,27340,46473,5498,62675
4779,43561,28016,47165,6169,63368
5474,44247,28716,47872,6855,64060
6139,44914,29392,48541,7527,64728
6806,45576,30061,49233,8200,65412
7461,46255,30734,49929,8882,557
8168,46900,31436,50600,9612,1197
8997,47614,32243,51320,10540,1923
9939,48388,33070,52105,11423,2698
10829,49208,33983,52924,12485,3526
11751,50047,34899,53782,13468,4393
12383,50695,35520,54433,14096,5034
13134,51447,36270,55187,14838,5792
13941,52208,37031,55959,15589,6572
14537,52787,37605,56539,16159,7158
15285,53488,38300,57242,16860,7866
16101,54175,39026,57940,17612,8573
17279,54947,39889,58712,18556,9356
18361,55774,40794,59535,19472,10200
19182,56410,41495,60182,20217,10852
20319,57275,42436,61051,21196,11730
21186,57992,43173,61765,21937,12454
21932,58734,43911,62520,22682,13221
22605,59409,44567,63195,23340,13889
23292,60108,45273,63900,24034,14598
23973,60790,45959,64594,24717,15296
24706,61524,46692,65341,25448,16031
25425,62236,47414,532,26161,16754
25970,62783,47947,1114,26705,17313
26729,63535,48698,1871,27454,18054
27337,64141,49312,2532,28066,18680
27851,64652,49827,3067,28583,19195
28453,65254,50426,3693,29228,19809
29072,327,51033,4328,29846,20421
29703,952,51653,4961,30473,21056
30317,1558,52267,5583,31093,21673
31081,2310,52994,6341,31822,22440
31774,2988,53686,7017,32507,23136
32343,3569,54243,7602,33067,23726
33059,4264,54946,8298,33767,24443
33657,4847,55510,8886,34345,25037
34244,5421,56082,9449,34911,25615
34587,5784,56438,9807,35262,25974
34997,6102,56761,10130,35587,26308
35514,6561,57201,10580,36077,26755
36098,7123,57765,11142,36667,27336
36727,7739,58379,11762,37278,27968
37413,8409,59053,12449,37955,28644
38117,9088,59749,13139,38654,29335
38734,9675,60324,13731,39249,29929
39337,10248,60918,14316,39834,30499
39957,10861,61534,14941,40453,31132
40735,11596,62268,15681,41191,31859
41360,12191,62876,16280,41795,32438
41956,12748,63431,16860,42364,33014
42699,13476,64168,17597,43095,33745
43292,14054,64743,18186,43669,34328
43967,14711,65404,18852,44324,34986
44711,15429,593,19584,45058,35694
45333,15960,1122,20133,45580,36239
45966,16572,1741,20756,46203,36845
46814,17303,2512,21489,47008,37580
47509,17903,3162,22086,47698,38180
48442,18684,4011,22876,48634,38973
49415,19469,4841,23656,49557,39767
50457,20385,5822,24571,50596,40708
51442,21160,6641,25345,51527,41487
52337,21952,7488,26139,52451,42301
53357,22806,8395,26982,53447,43172
54271,23665,9284,27845,54403,44055
55010,24422,10038,28620,55157,44824
55733,25124,10761,29329,55865,45531
56419,25801,11427,30007,56538,46207
57127,26497,12117,30705,57225,46894
57791,27141,12773,31360,57867,47552
58307,27669,13298,31900,58396,48086
58958,28310,13942,32563,59038,48731
59648,28993,14641,33258,59725,49426
60160,29519,15154,33792,60247,49944
60862,30182,15842,34483,60923,50620
61614,30895,16549,35214,61622,51336
62312,31569,17252,35891,62302,52008
62893,32161,17832,36479,62873,52591
63522,32755,18440,37050,63502,53152
64336,33444,19180,37724,64273,53834
65269,34225,20011,38488,65143,54597
689,35005,20841,39284,592,55396
1614,35789,21668,40064,1483,56193
2440,36620,22458,40897,2309,57041
3166,37373,23175,41655,3033,57807
3897,38090,23903,42367,3758,58537
4590,38772,24592,43052,4444,59240
5315,39448,25264,43738,5116,59923
5982,40093,25922,44401,5785,60584
6770,40850,26669,45179,6533,61362
7339,41393,27204,45736,7084,61914
8086,42012,27816,46362,7688,62547
8668,42527,28341,46884,8218,63062
9329,43181,28988,47556,8868,63731
9905,43735,29529,48120,9419,64291
10613,44414,30215,48808,10106,64974
11263,45059,30867,49467,10750,84
11840,45633,31440,50043,11321,667
12657,46415,32251,50844,12104,1458
13324,47025,32867,51471,12716,2071
13980,47650,33495,52096,13328,2694
14632,48270,34125,52723,13948,3301
15264,48791,34683,53242,14495,3822
